SUBJECT,TIME,MARKET_SHARE_PCT,UNIT_PRODUCTION_COST,REGION
Competitor042,14,79.016,67.152,AMER
Competitor043,14,145.359,122.842,EMEA
Competitor044,14,75.539,103.972,APAC
Competitor045,14,65.785,119.519,AMER
Us,14,181.326,119.917,EMEA
Competitor001,15,83.862,171.646,EMEA
Competitor002,15,72.384,103.701,APAC
Competitor003,15,118.179,117.411,AMER
Competitor004,15,89.38,87.073,EMEA
Competitor005,15,77.462,200.766,APAC
Competitor006,15,66.48,94.174,AMER
Competitor007,15,95.877,67.727,EMEA
Competitor008,15,167.344,73.878,APAC
Competitor009,15,84.213,63.223,AMER
Competitor010,15,85.476,82.93,EMEA
Competitor011,15,104.774,38.881,APAC
Competitor012,15,83.397,207.017,AMER
Competitor013,15,156.45,74.168,EMEA
Competitor014,15,37.689,68.084,APAC
Competitor015,15,181.842,153.836,AMER
Competitor016,15,80.24,45.559,EMEA
Competitor017,15,145.439,103.659,APAC
Competitor018,15,85.495,130.432,AMER
Competitor019,15,74.549,69.015,EMEA
Competitor020,15,149.052,150.326,APAC
Competitor021,15,51.422,116.035,AMER
Competitor022,15,95.279,85.109,EMEA
Competitor023,15,81.337,85.761,APAC
Competitor024,15,96.485,104.979,AMER
Competitor025,15,81.381,68.137,EMEA
Competitor026,15,70.614,103.419,APAC
Competitor027,15,123.556,134.212,AMER
Competitor028,15,119.487,141.284,EMEA
Competitor029,15,178.545,168.256,APAC
Competitor030,15,72.261,48.386,AMER
Competitor031,15,47.004,173.46,EMEA
Competitor032,15,117.974,43.899,APAC
Competitor033,15,97.426,87.263,AMER
Competitor034,15,181.032,152.311,EMEA
Competitor035,15,73.433,80.724,APAC
Competitor036,15,70.807,79.46,AMER
Competitor037,15,81.659,65.216,EMEA
Competitor038,15,108.831,73.08,APAC
Competitor039,15,133.618,75.026,AMER
Competitor040,15,97.246,132.438,EMEA
Competitor041,15,191.889,112.626,APAC
Competitor042,15,79.472,67.254,AMER
Competitor043,15,145.127,122.466,EMEA
Competitor044,15,73.84,100.318,APAC
Competitor045,15,64.02,121.741,AMER
Us,15,182.647,125.547,EMEA
Competitor001,16,86.033,178.51,EMEA
Competitor002,16,71.807,101.8,APAC
Competitor003,16,122.246,117.506,AMER
Competitor004,16,88.815,85.764,EMEA
Competitor005,16,76.779,205.669,APAC
Competitor006,16,69.589,93.269,AMER
Competitor007,16,99.705,66.939,EMEA
Competitor008,16,169.752,74.201,APAC
Competitor009,16,84.064,61.333,AMER
Competitor010,16,84.557,82.037,EMEA
Competitor011,16,107.496,38.179,APAC
Competitor012,16,80.738,214.005,AMER
Competitor013,16,161.362,74.78,EMEA
Competitor014,16,37.282,68.556,APAC
Competitor015,16,182.006,156.848,AMER
Competitor016,16,77.146,44.118,EMEA
Competitor017,16,147.435,103.716,APAC
Competitor018,16,87.85,132.644,AMER
Competitor019,16,75.026,68.959,EMEA
Competitor020,16,153.535,151.148,APAC
Competitor021,16,49.885,118.971,AMER
Competitor022,16,99.513,87.374,EMEA
Competitor023,16,80.623,83.385,APAC
Competitor024,16,98.758,104.396,AMER
Competitor025,16,81.536,67.454,EMEA
Competitor026,16,68.733,103.877,APAC
Competitor027,16,127.72,125.121,AMER
Competitor028,16,113.326,141.341,EMEA
Competitor029,16,175.58,171.242,APAC
Competitor030,16,70.968,46.759,AMER
Competitor031,16,47.521,173.539,EMEA
Competitor032,16,120.621,43.092,APAC
Competitor033,16,97.023,90.172,AMER
Competitor034,16,185.251,148.382,EMEA
Competitor035,16,71.519,79.461,APAC
Competitor036,16,70.66,80.051,AMER
Competitor037,16,78.332,63.114,EMEA
Competitor038,16,111.789,72.951,APAC
Competitor039,16,140.424,72.174,AMER
Competitor040,16,94.855,135.199,EMEA
Competitor041,16,202.966,114.337,APAC
Competitor042,16,78.932,65.8,AMER
Competitor043,16,147.836,122.826,EMEA
Competitor044,16,74.947,98.655,APAC
Competitor045,16,66.185,120.41,AMER
Us,16,190.69,127.974,EMEA
Competitor001,17,86.091,188.512,EMEA
Competitor002,17,72.552,100.128,APAC
Competitor003,17,128.747,118.466,AMER
Competitor004,17,88.002,82.235,EMEA
Competitor005,17,75.905,215.983,APAC
Competitor006,17,69.762,91.664,AMER
Competitor007,17,102.073,67.52,EMEA
Competitor008,17,178.236,74.483,APAC
Competitor009,17,81.953,61.277,AMER
Competitor010,17,82.819,81.426,EMEA
Competitor011,17,109.572,38.664,APAC
Competitor012,17,81.011,214.01,AMER
Competitor013,17,168.833,74.477,EMEA
Competitor014,17,35.119,67.897,APAC
Competitor015,17,190.567,156.703,AMER
Competitor016,17,77.044,43.118,EMEA
Competitor017,17,148.08,102.212,APAC
Competitor018,17,88.856,131.067,AMER
Competitor019,17,72.165,70.652,EMEA
Competitor020,17,156.138,149.418,APAC
Competitor021,17,48.521,119.075,AMER
Competitor022,17,100.437,86.506,EMEA
Competitor023,17,78.323,81.537,APAC
Competitor024,17,98.923,103.01,AMER
Competitor025,17,83.912,67.105,EMEA
Competitor026,17,66.646,105.514,APAC
Competitor027,17,131.416,126.148,AMER
Competitor028,17,112.447,141.385,EMEA
Competitor029,17,174.149,175.137,APAC
Competitor030,17,71.947,46.356,AMER
Competitor031,17,46.689,173.942,EMEA
Competitor032,17,127.473,41.614,APAC
Competitor033,17,94.991,90.602,AMER
Competitor034,17,190.175,154.386,EMEA
Competitor035,17,67.669,79.547,APAC
Competitor036,17,72.913,81.75,AMER
Competitor037,17,76.579,62.613,EMEA
Competitor038,17,110.871,73.008,APAC
Competitor039,17,142.772,70.307,AMER
Competitor040,17,96.377,138.01,EMEA
Competitor041,17,205.583,114.264,APAC
Competitor042,17,76.32,65.115,AMER
Competitor043,17,147.0,124.842,EMEA
Competitor044,17,73.944,95.809,APAC
Competitor045,17,69.119,121.792,AMER
Us,17,195.546,128.943,EMEA
Competitor001,18,88.171,195.992,EMEA
Competitor002,18,68.803,100.445,APAC
Competitor003,18,127.986,118.125,AMER
Competitor004,18,88.196,80.163,EMEA
Competitor005,18,72.562,213.73,APAC
Competitor006,18,72.133,94.683,AMER
Competitor007,18,100.775,67.948,EMEA
Competitor008,18,184.518,74.868,APAC
Competitor009,18,80.753,59.281,AMER
Competitor010,18,80.53,80.305,EMEA
Competitor011,18,113.162,38.546,APAC
Competitor012,18,80.215,221.331,AMER
Competitor013,18,170.233,74.265,EMEA
Competitor014,18,33.729,67.916,APAC
Competitor015,18,193.758,155.357,AMER
Competitor016,18,73.791,42.463,EMEA
Competitor017,18,148.206,101.118,APAC
Competitor018,18,86.581,131.665,AMER
Competitor019,18,69.747,71.053,EMEA
Competitor020,18,161.236,145.063,APAC
Competitor021,18,47.781,121.594,AMER
Competitor022,18,101.553,86.565,EMEA
Competitor023,18,78.705,79.703,APAC
Competitor024,18,95.465,102.297,AMER
Competitor025,18,85.547,63.836,EMEA
Competitor026,18,65.772,105.052,APAC
Competitor027,18,134.051,129.538,AMER
Competitor028,18,114.584,139.279,EMEA
Competitor029,18,172.869,181.345,APAC
Competitor030,18,73.267,45.143,AMER
Competitor031,18,45.702,178.75,EMEA
Competitor032,18,123.185,39.753,APAC
Competitor033,18,91.759,89.301,AMER
Competitor034,18,194.103,153.255,EMEA
Competitor035,18,65.597,80.956,APAC
Competitor036,18,73.377,83.884,AMER
Competitor037,18,76.397,63.259,EMEA
Competitor038,18,110.623,72.476,APAC
Competitor039,18,150.475,70.041,AMER
Competitor040,18,94.832,139.6,EMEA
Competitor041,18,210.586,116.236,APAC
Competitor042,18,75.962,64.623,AMER
Competitor043,18,155.241,123.226,EMEA
Competitor044,18,74.27,94.629,APAC
Competitor045,18,67.726,121.933,AMER
Us,18,199.998,132.245,EMEA
Competitor001,19,90.545,197.0,EMEA
Competitor002,19,67.69,97.86,APAC
Competitor003,19,123.308,118.61,AMER
Competitor004,19,91.485,79.379,EMEA
Competitor005,19,72.166,212.521,APAC
Competitor006,19,73.176,94.985,AMER
Competitor007,19,98.916,66.379,EMEA
Competitor008,19,187.62,77.125,APAC
Competitor009,19,81.528,58.164,AMER
Competitor010,19,83.409,81.903,EMEA
Competitor011,19,117.575,38.22,APAC
Competitor012,19,78.39,234.89,AMER
Competitor013,19,174.878,73.759,EMEA
Competitor014,19,32.923,67.441,APAC
Competitor015,19,194.514,155.854,AMER
Competitor016,19,73.258,41.531,EMEA
Competitor017,19,147.364,100.79,APAC
Competitor018,19,85.432,127.922,AMER
Competitor019,19,71.816,71.027,EMEA
Competitor020,19,165.23,146.34,APAC
Competitor021,19,47.043,120.877,AMER
Competitor022,19,105.774,87.311,EMEA
Competitor023,19,75.953,78.166,APAC
Competitor024,19,95.331,100.546,AMER
Competitor025,19,84.486,63.916,EMEA
Competitor026,19,67.022,104.502,APAC
Competitor027,19,137.248,125.413,AMER
Competitor028,19,113.717,138.533,EMEA
Competitor029,19,178.117,184.098,APAC
Competitor030,19,72.677,43.656,AMER
Competitor031,19,46.722,183.424,EMEA
Competitor032,19,123.666,39.453,APAC
Competitor033,19,91.203,89.189,AMER
Competitor034,19,201.835,156.892,EMEA
Competitor035,19,63.997,82.329,APAC
Competitor036,19,74.02,85.01,AMER
Competitor037,19,75.127,62.078,EMEA
Competitor038,19,113.253,72.552,APAC
Competitor039,19,151.546,68.939,AMER
Competitor040,19,89.811,140.876,EMEA
Competitor041,19,218.004,115.809,APAC
Competitor042,19,71.126,65.07,AMER
Competitor043,19,162.37,125.232,EMEA
Competitor044,19,70.827,95.367,APAC
Competitor045,19,68.143,120.557,AMER
Us,19,202.568,135.713,EMEA
Competitor001,20,97.128,202.46,EMEA
Competitor002,20,64.654,94.492,APAC
Competitor003,20,122.813,118.884,AMER
Competitor004,20,95.646,78.515,EMEA
Competitor005,20,71.375,215.968,APAC
Competitor006,20,73.531,93.779,AMER
Competitor007,20,97.621,65.685,EMEA
Competitor008,20,191.333,78.905,APAC
Competitor009,20,81.251,56.808,AMER
Competitor010,20,83.972,82.712,EMEA
Competitor011,20,121.735,37.032,APAC
Competitor012,20,75.859,243.525,AMER
Competitor013,20,177.114,76.645,EMEA
Competitor014,20,31.943,69.913,APAC
Competitor015,20,200.479,159.338,AMER
Competitor016,20,69.259,40.323,EMEA
Competitor017,20,143.653,102.574,APAC
Competitor018,20,88.75,126.792,AMER
Competitor019,20,70.459,70.357,EMEA
Competitor020,20,166.186,151.096,APAC
Competitor021,20,46.561,121.575,AMER
Competitor022,20,108.334,90.544,EMEA
Competitor023,20,73.752,73.69,APAC
Competitor024,20,95.832,101.952,AMER
Competitor025,20,85.288,63.074,EMEA
Competitor026,20,68.825,105.182,APAC
Competitor027,20,138.65,128.033,AMER
Competitor028,20,111.996,134.044,EMEA
Competitor029,20,181.677,191.214,APAC
Competitor030,20,74.427,43.339,AMER
Competitor031,20,46.987,183.736,EMEA
Competitor032,20,126.529,38.391,APAC
Competitor033,20,89.439,89.653,AMER
Competitor034,20,204.459,157.158,EMEA
Competitor035,20,61.621,81.808,APAC
Competitor036,20,73.899,87.732,AMER
Competitor037,20,69.14,61.872,EMEA
Competitor038,20,113.339,73.411,APAC
Competitor039,20,156.795,69.781,AMER
Competitor040,20,88.705,142.573,EMEA
Competitor041,20,225.042,114.98,APAC
Competitor042,20,68.718,64.017,AMER
Competitor043,20,167.676,127.031,EMEA
Competitor044,20,67.6,93.931,APAC
Competitor045,20,66.903,121.599,AMER
Us,20,212.882,141.591,EMEA
Competitor001,21,102.946,204.716,EMEA
Competitor002,21,63.714,91.938,APAC
Competitor003,21,122.379,120.263,AMER
Competitor004,21,95.838,76.889,EMEA
Competitor005,21,69.74,221.277,APAC
Competitor006,21,71.836,94.907,AMER
Competitor007,21,97.974,65.138,EMEA
Competitor008,21,190.028,82.006,APAC
Competitor009,21,78.065,56.122,AMER
Competitor010,21,84.719,83.495,EMEA
Competitor011,21,124.039,35.606,APAC
Competitor012,21,73.451,255.523,AMER
Competitor013,21,181.522,77.254,EMEA
Competitor014,21,31.776,69.97,APAC
Competitor015,21,203.612,163.199,AMER
Competitor016,21,68.847,38.516,EMEA
Competitor017,21,140.774,105.089,APAC
Competitor018,21,88.517,122.841,AMER
Competitor019,21,70.478,71.284,EMEA
Competitor020,21,175.884,154.35,APAC
Competitor021,21,47.789,121.729,AMER
Competitor022,21,111.158,90.618,EMEA
Competitor023,21,74.89,74.155,APAC
Competitor024,21,97.66,100.839,AMER
Competitor025,21,86.517,62.828,EMEA
Competitor026,21,66.772,107.298,APAC
Competitor027,21,143.753,122.466,AMER
Competitor028,21,106.891,135.541,EMEA
Competitor029,21,186.637,202.55,APAC
Competitor030,21,73.235,43.235,AMER
Competitor031,21,46.698,182.82,EMEA
Competitor032,21,126.698,37.148,APAC
Competitor033,21,88.699,88.75,AMER
Competitor034,21,209.282,159.862,EMEA
Competitor035,21,60.261,82.487,APAC
Competitor036,21,75.113,89.632,AMER
Competitor037,21,68.112,61.484,EMEA
Competitor038,21,111.119,73.043,APAC
Competitor039,21,161.364,67.27,AMER
Competitor040,21,87.839,146.224,EMEA
Competitor041,21,238.523,113.607,APAC
Competitor042,21,66.295,63.605,AMER
Competitor043,21,172.536,130.163,EMEA
Competitor044,21,68.629,93.081,APAC
Competitor045,21,66.557,121.826,AMER
Us,21,217.858,146.61,EMEA
Competitor001,22,103.49,209.004,EMEA
Competitor002,22,62.015,90.695,APAC
Competitor003,22,122.183,121.712,AMER
Competitor004,22,100.327,76.075,EMEA
Competitor005,22,66.938,228.959,APAC
Competitor006,22,72.53,94.589,AMER
Competitor007,22,97.123,64.808,EMEA
Competitor008,22,196.164,85.915,APAC
Competitor009,22,78.209,54.767,AMER
Competitor010,22,84.306,85.089,EMEA
Competitor011,22,122.338,35.127,APAC
Competitor012,22,72.238,263.166,AMER
Competitor013,22,190.398,76.687,EMEA
Competitor014,22,31.553,71.743,APAC
Competitor015,22,207.004,162.115,AMER
Competitor016,22,66.4,37.389,EMEA
Competitor017,22,139.848,105.532,APAC
Competitor018,22,88.445,120.126,AMER
Competitor019,22,70.95,72.909,EMEA
Competitor020,22,178.402,153.861,APAC
Competitor021,22,47.372,118.885,AMER
Competitor022,22,117.26,90.362,EMEA
Competitor023,22,74.895,72.367,APAC
Competitor024,22,96.964,102.568,AMER
Competitor025,22,87.022,61.996,EMEA
Competitor026,22,66.57,111.519,APAC
Competitor027,22,147.164,123.956,AMER
Competitor028,22,106.959,133.605,EMEA
Competitor029,22,182.584,207.89,APAC
Competitor030,22,73.521,42.939,AMER
Competitor031,22,47.231,187.165,EMEA
Competitor032,22,128.963,35.802,APAC
Competitor033,22,86.292,91.391,AMER
Competitor034,22,205.16,158.418,EMEA
Competitor035,22,58.551,83.007,APAC
Competitor036,22,77.679,92.433,AMER
Competitor037,22,65.464,59.584,EMEA
Competitor038,22,117.079,73.695,APAC
Competitor039,22,161.038,64.59,AMER
Competitor040,22,85.802,150.224,EMEA
Competitor041,22,247.483,110.293,APAC
Competitor042,22,65.153,63.326,AMER
Competitor043,22,181.728,132.631,EMEA
Competitor044,22,67.84,94.336,APAC
Competitor045,22,69.026,121.025,AMER
Us,22,221.757,150.756,EMEA
Competitor001,23,105.209,219.745,EMEA
Competitor002,23,58.254,86.723,APAC
Competitor003,23,119.73,118.747,AMER
Competitor004,23,101.275,74.819,EMEA
Competitor005,23,64.118,236.163,APAC
Competitor006,23,71.218,94.068,AMER
Competitor007,23,95.715,63.497,EMEA
Competitor008,23,194.07,85.76,APAC
Competitor009,23,75.631,53.749,AMER
Competitor010,23,84.124,88.711,EMEA
Competitor011,23,124.063,33.66,APAC
Competitor012,23,71.416,270.026,AMER
Competitor013,23,195.682,77.192,EMEA
Competitor014,23,31.702,71.687,APAC
Competitor015,23,215.463,161.98,AMER
Competitor016,23,63.214,35.98,EMEA
Competitor017,23,140.393,104.672,APAC
Competitor018,23,89.317,120.885,AMER
Competitor019,23,71.453,73.891,EMEA
Competitor020,23,184.979,153.988,APAC
Competitor021,23,44.387,121.682,AMER
Competitor022,23,118.957,90.262,EMEA
Competitor023,23,73.062,71.413,APAC
Competitor024,23,98.534,102.027,AMER
Competitor025,23,90.999,60.86,EMEA
Competitor026,23,66.412,109.558,APAC
Competitor027,23,151.274,123.705,AMER
Competitor028,23,107.474,133.171,EMEA
Competitor029,23,179.92,209.371,APAC
Competitor030,23,71.744,41.288,AMER
Competitor031,23,47.171,189.753,EMEA
Competitor032,23,131.61,35.32,APAC
Competitor033,23,82.647,94.921,AMER
Competitor034,23,217.854,160.11,EMEA
Competitor035,23,57.77,82.332,APAC
Competitor036,23,79.243,94.498,AMER
Competitor037,23,64.244,58.308,EMEA
Competitor038,23,114.857,72.881,APAC
Competitor039,23,164.843,64.162,AMER
Competitor040,23,81.946,150.171,EMEA
Competitor041,23,261.131,110.539,APAC
Competitor042,23,63.664,62.776,AMER
Competitor043,23,190.795,135.962,EMEA
Competitor044,23,67.062,94.196,APAC
Competitor045,23,68.452,121.448,AMER
Us,23,226.064,157.52,EMEA
Competitor001,24,104.482,228.158,EMEA
Competitor002,24,57.935,85.792,APAC
Competitor003,24,121.38,114.736,AMER
Competitor004,24,105.711,74.379,EMEA
Competitor005,24,61.83,240.556,APAC
Competitor006,24,73.529,94.7,AMER
Competitor007,24,97.894,62.924,EMEA
Competitor008,24,201.747,87.021,APAC
Competitor009,24,76.915,52.777,AMER
Competitor010,24,85.856,86.471,EMEA
Competitor011,24,127.976,32.689,APAC
Competitor012,24,68.472,278.906,AMER
Competitor013,24,192.181,75.991,EMEA
Competitor014,24,31.762,72.121,APAC
Competitor015,24,216.075,162.471,AMER
Competitor016,24,61.207,34.272,EMEA
Competitor017,24,144.307,108.324,APAC
Competitor018,24,88.596,120.037,AMER
Competitor019,24,68.838,77.065,EMEA
Competitor020,24,179.98,156.145,APAC
Competitor021,24,43.991,121.691,AMER
Competitor022,24,122.678,93.155,EMEA
Competitor023,24,72.217,68.373,APAC
Competitor024,24,98.865,100.505,AMER
Competitor025,24,93.333,59.449,EMEA
Competitor026,24,66.027,110.627,APAC
Competitor027,24,156.075,119.109,AMER
Competitor028,24,102.741,129.958,EMEA
Competitor029,24,185.019,210.861,APAC
Competitor030,24,69.918,39.921,AMER
Competitor031,24,47.465,190.997,EMEA
Competitor032,24,132.912,35.348,APAC
Competitor033,24,84.022,96.08,AMER
Competitor034,24,222.865,159.709,EMEA
Competitor035,24,56.871,83.091,APAC
Competitor036,24,80.901,96.867,AMER
Competitor037,24,62.446,55.914,EMEA
Competitor038,24,115.007,73.795,APAC
Competitor039,24,168.058,61.408,AMER
Competitor040,24,83.133,154.102,EMEA
Competitor041,24,266.717,113.734,APAC
Competitor042,24,62.288,63.417,AMER
Competitor043,24,200.111,136.5,EMEA
Competitor044,24,64.656,92.336,APAC
Competitor045,24,68.13,121.559,AMER
Us,24,234.453,158.322,EMEA
Competitor001,25,105.583,232.319,EMEA
Competitor002,25,55.842,83.356,APAC
Competitor003,25,122.92,116.453,AMER
Competitor004,25,106.437,72.926,EMEA
Competitor005,25,60.959,250.094,APAC
Competitor006,25,76.723,92.702,AMER
Competitor007,25,97.026,62.262,EMEA
Competitor008,25,207.213,86.674,APAC
Competitor009,25,77.624,51.429,AMER
Competitor010,25,85.912,85.546,EMEA
Competitor011,25,128.155,31.807,APAC
Competitor012,25,66.942,283.07,AMER
Competitor013,25,197.304,77.676,EMEA
Competitor014,25,32.069,70.847,APAC
Competitor015,25,217.797,163.855,AMER
Competitor016,25,59.869,33.123,EMEA
Competitor017,25,144.051,107.358,APAC
Competitor018,25,87.59,118.71,AMER
Competitor019,25,68.097,79.44,EMEA
Competitor020,25,188.418,158.882,APAC
Competitor021,25,43.345,123.31,AMER
Competitor022,25,128.633,89.892,EMEA
Competitor023,25,71.191,66.392,APAC
Competitor024,25,96.228,99.936,AMER
Competitor025,25,97.395,58.643,EMEA
Competitor026,25,65.66,109.38,APAC
Competitor027,25,156.311,119.68,AMER
Competitor028,25,104.208,128.468,EMEA
Competitor029,25,177.527,219.072,APAC
Competitor030,25,67.911,39.983,AMER
Competitor031,25,46.621,190.422,EMEA
Competitor032,25,136.146,34.434,APAC
Competitor033,25,85.104,96.547,AMER
Competitor034,25,231.004,163.698,EMEA
Competitor035,25,55.423,85.411,APAC
Competitor036,25,82.462,97.83,AMER
Competitor037,25,60.475,54.522,EMEA
Competitor038,25,116.103,73.238,APAC
Competitor039,25,168.442,59.693,AMER
Competitor040,25,79.635,154.87,EMEA
Competitor041,25,270.393,114.299,APAC
Competitor042,25,60.9,63.902,AMER
Competitor043,25,207.074,135.5,EMEA
Competitor044,25,63.912,91.786,APAC
Competitor045,25,66.915,121.627,AMER
Us,25,242.372,160.432,EMEA
Competitor001,26,108.61,235.459,EMEA
Competitor002,26,53.903,83.099,APAC
Competitor003,26,119.516,118.52,AMER
Competitor004,26,107.646,70.795,EMEA
Competitor005,26,58.274,260.052,APAC
Competitor006,26,76.505,93.034,AMER
Competitor007,26,100.85,63.008,EMEA
Competitor008,26,222.186,86.846,APAC
Competitor009,26,77.199,51.056,AMER
Competitor010,26,86.936,84.788,EMEA
Competitor011,26,132.748,31.764,APAC
Competitor012,26,62.678,286.667,AMER
Competitor013,26,205.638,76.876,EMEA
Competitor014,26,31.647,70.525,APAC
Competitor015,26,224.148,162.782,AMER
Competitor016,26,57.635,31.888,EMEA
Competitor017,26,146.808,106.17,APAC
Competitor018,26,88.655,116.632,AMER
Competitor019,26,65.474,79.817,EMEA
Competitor020,26,197.975,158.173,APAC
Competitor021,26,42.713,122.178,AMER
Competitor022,26,134.503,89.184,EMEA
Competitor023,26,66.05,64.269,APAC
Competitor024,26,93.468,96.076,AMER
Competitor025,26,99.472,57.252,EMEA
Competitor026,26,65.169,111.601,APAC
Competitor027,26,157.36,121.518,AMER
Competitor028,26,104.927,127.579,EMEA
Competitor029,26,184.552,224.854,APAC
Competitor030,26,64.083,39.101,AMER
Competitor031,26,48.485,191.716,EMEA
Competitor032,26,140.994,33.64,APAC
Competitor033,26,85.071,95.158,AMER
Competitor034,26,244.071,164.987,EMEA
Competitor035,26,52.31,86.013,APAC
Competitor036,26,80.778,98.804,AMER
Competitor037,26,58.676,52.82,EMEA
Competitor038,26,117.025,74.258,APAC
Competitor039,26,172.908,58.142,AMER
Competitor040,26,79.041,158.243,EMEA
Competitor041,26,276.903,115.259,APAC
Competitor042,26,59.783,64.894,AMER
Competitor043,26,210.942,140.549,EMEA
Competitor044,26,61.583,89.88,APAC
Competitor045,26,68.517,121.222,AMER
Us,26,250.787,161.88,EMEA
Competitor001,27,113.658,242.337,EMEA
Competitor002,27,51.454,78.427,APAC
Competitor003,27,121.449,116.698,AMER
Competitor004,27,109.373,69.461,EMEA
Competitor005,27,57.331,267.107,APAC
Competitor006,27,77.969,95.544,AMER
Competitor007,27,100.369,63.799,EMEA
Competitor008,27,222.745,87.211,APAC
Competitor009,27,76.571,50.496,AMER
Competitor010,27,86.708,83.739,EMEA
Competitor011,27,138.241,30.792,APAC
Competitor012,27,61.497,299.9,AMER
Competitor013,27,208.342,77.423,EMEA
Competitor014,27,31.423,70.9,APAC
Competitor015,27,234.339,161.569,AMER
Competitor016,27,56.694,31.479,EMEA
Competitor017,27,149.839,103.077,APAC
Competitor018,27,88.242,115.515,AMER
Competitor019,27,68.274,80.185,EMEA
Competitor020,27,202.32,158.364,APAC
Competitor021,27,42.263,122.133,AMER
Competitor022,27,138.035,93.476,EMEA
Competitor023,27,63.709,64.278,APAC
Competitor024,27,95.532,95.973,AMER
Competitor025,27,101.231,56.906,EMEA
Competitor026,27,66.485,110.591,APAC
Competitor027,27,154.276,121.95,AMER
Competitor028,27,106.421,127.21,EMEA
Competitor029,27,180.604,233.947,APAC
Competitor030,27,64.761,37.941,AMER
Competitor031,27,47.854,192.003,EMEA
Competitor032,27,143.577,33.514,APAC
Competitor033,27,82.875,97.844,AMER
Competitor034,27,252.226,167.517,EMEA
Competitor035,27,52.677,86.742,APAC
Competitor036,27,79.942,102.538,AMER
Competitor037,27,57.025,51.348,EMEA
Competitor038,27,116.885,74.412,APAC
Competitor039,27,176.761,57.593,AMER
Competitor040,27,77.723,160.12,EMEA
Competitor041,27,278.402,114.325,APAC
Competitor042,27,59.305,64.444,AMER
Competitor043,27,219.592,138.12,EMEA
Competitor044,27,62.212,89.697,APAC
Competitor045,27,64.115,119.196,AMER
Us,27,259.585,164.644,EMEA
Competitor001,28,114.542,244.875,EMEA
Competitor002,28,49.544,75.91,APAC
Competitor003,28,126.701,113.436,AMER
Competitor004,28,117.282,64.749,EMEA
Competitor005,28,54.477,277.472,APAC
Competitor006,28,77.859,96.048,AMER
Competitor007,28,103.292,63.685,EMEA
Competitor008,28,227.75,87.018,APAC
Competitor009,28,75.388,49.695,AMER
Competitor010,28,86.227,82.417,EMEA
Competitor011,28,141.801,28.888,APAC
Competitor012,28,61.016,314.221,AMER
Competitor013,28,216.153,78.631,EMEA
Competitor014,28,31.331,72.739,APAC
Competitor015,28,246.252,161.82,AMER
Competitor016,28,54.479,31.083,EMEA
Competitor017,28,149.005,104.978,APAC
Competitor018,28,88.097,115.313,AMER
Competitor019,28,65.676,81.501,EMEA
Competitor020,28,208.9,159.188,APAC
Competitor021,28,41.586,120.802,AMER
Competitor022,28,141.303,94.974,EMEA
Competitor023,28,62.542,62.305,APAC
Competitor024,28,97.781,95.798,AMER
Competitor025,28,100.96,54.467,EMEA
Competitor026,28,67.05,110.028,APAC
Competitor027,28,159.813,122.788,AMER
Competitor028,28,106.768,127.778,EMEA
Competitor029,28,186.374,238.459,APAC
Competitor030,28,62.948,37.376,AMER
Competitor031,28,49.274,190.439,EMEA
Competitor032,28,145.584,31.94,APAC
Competitor033,28,80.881,98.449,AMER
Competitor034,28,266.426,162.296,EMEA
Competitor035,28,51.009,87.615,APAC
Competitor036,28,80.189,105.508,AMER
Competitor037,28,56.978,49.65,EMEA
Competitor038,28,116.757,76.195,APAC
Competitor039,28,179.925,56.684,AMER
Competitor040,28,77.049,166.241,EMEA
Competitor041,28,289.054,113.688,APAC
Competitor042,28,58.368,65.48,AMER
Competitor043,28,228.812,135.94,EMEA
Competitor044,28,64.765,89.642,APAC
Competitor045,28,63.612,119.671,AMER
Us,28,277.573,165.018,EMEA
Competitor001,29,115.604,249.443,EMEA
Competitor002,29,48.777,72.448,APAC
Competitor003,29,127.415,113.597,AMER
Competitor004,29,120.303,63.575,EMEA
Competitor005,29,52.896,285.367,APAC
Competitor006,29,77.9,95.342,AMER
Competitor007,29,103.35,63.337,EMEA
Competitor008,29,241.526,86.833,APAC
Competitor009,29,75.562,48.652,AMER
Competitor010,29,83.913,82.078,EMEA
Competitor011,29,136.403,28.377,APAC
Competitor012,29,59.266,318.086,AMER
Competitor013,29,216.969,79.054,EMEA
Competitor014,29,31.008,73.139,APAC
Competitor015,29,249.398,164.275,AMER
Competitor016,29,53.661,29.991,EMEA
Competitor017,29,150.638,106.24,APAC
Competitor018,29,87.881,116.29,AMER
Competitor019,29,63.896,81.24,EMEA
Competitor020,29,215.694,160.62,APAC
Competitor021,29,40.899,123.295,AMER
Competitor022,29,140.55,94.079,EMEA
Competitor023,29,61.013,61.649,APAC
Competitor024,29,98.376,97.054,AMER
Competitor025,29,102.606,52.987,EMEA
Competitor026,29,64.72,109.608,APAC
Competitor027,29,159.87,121.797,AMER
Competitor028,29,107.266,130.188,EMEA
Competitor029,29,185.872,247.937,APAC
Competitor030,29,60.985,36.981,AMER
Competitor031,29,49.017,191.154,EMEA
Competitor032,29,148.457,32.249,APAC
Competitor033,29,81.656,98.517,AMER
Competitor034,29,267.112,162.297,EMEA
Competitor035,29,49.457,85.693,APAC
Competitor036,29,79.6,105.938,AMER
Competitor037,29,55.377,48.353,EMEA
Competitor038,29,116.511,74.964,APAC
Competitor039,29,183.16,55.657,AMER
